City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
353,Gornopravdinsk,96,RU,1680383776,70,60.05,69.9,32.85,14.12
354,Ilulissat,20,GL,1680383776,72,69.2167,-51.1,8.62,6.91
355,Seymchan,100,RU,1680383777,93,62.8833,152.4333,9.59,7.34
356,Gravdal,0,NO,1680383777,86,68.1214,13.5031,22.89,6.71
357,Koumra,41,TD,1680383777,31,8.9126,17.5539,89.47,2.91
358,Luau,95,AO,1680383778,98,-10.7073,22.2247,64.27,3.31
359,Dengzhou,0,CN,1680383778,32,37.8086,120.7508,50.22,5.23
360,Nishihara,40,JP,1680383778,83,26.1842,127.7558,69.46,25.32
361,Tambacounda,0,SN,1680383778,24,13.7539,-13.7586,95.05,4.61
362,Bay Roberts,58,CA,1680383779,55,47.5999,-53.2648,39.51,5.01
363,Muswellbrook,41,AU,1680383716,89,-32.2667,150.9,55.24,2.37
364,Miraflores,33,MX,1680383779,21,19.2167,-98.8083,85.03,6.35
365,Tazovsky,100,RU,1680383779,98,67.4667,78.7,33.35,19.53
366,Husavik,2,IS,1680383779,78,66.0449,-17.3389,33.57,15.19
367,La Seyne-sur-Mer,84,FR,1680383780,65,43.0982,5.8847,57.15,11.99
368,Makhalino,100,RU,1680383780,74,53.0854,46.2211,41.07,4.63
369,Paphos,75,CY,1680383780,72,34.7667,32.4167,62.38,2.3
370,Biloxi,100,US,1680383717,81,30.396,-88.8853,85.71,6.91
371,Oranjestad,20,AW,1680383781,79,12.524,-70.027,82.35,21.85
372,Mocuba,100,MZ,1680383781,97,-16.8392,36.9856,70.12,2.71
373,Qasigiannguit,33,GL,1680383781,95,68.8193,-51.1922,8.85,3.38
374,Hohhot,40,CN,1680383781,62,40.8106,111.6522,54.91,6.71
375,Torbay,75,CA,1680383782,58,47.6666,-52.7314,38.75,13.8
376,Snåase,20,NO,1680383782,96,64.2457,12.3778,27.81,3.71
377,Romny,99,UA,1680383783,87,50.751,33.4747,44.01,11.9
378,Yerbogachën,21,RU,1680383783,100,61.2767,108.0108,-16.26,3.78
379,Evensk,100,RU,1680383783,94,61.95,159.2333,21.47,6.53
380,Bonito,1,BR,1680383784,70,-21.1211,-56.4819,82.6,4.54
381,Johi,0,PK,1680383784,42,26.6921,67.6133,78.62,8.86
382,Cherepanovo,21,RU,1680383785,90,54.2222,83.381,8.06,4.05
383,Quatre Cocos,9,MU,1680383785,76,-20.2078,57.7625,77.11,7.92
384,San Miguel de Cozumel,40,MX,1680383786,61,20.5083,-86.9458,86.07,10.36
385,Belyy Yar,0,RU,1680383786,72,53.6039,91.3903,4.89,2.24
386,Aden,5,YE,1680383754,79,12.7794,45.0367,82.45,5.73
387,Ferkessédougou,33,CI,1680383786,26,9.6,-5.2,89.62,4.27
388,Manta,20,EC,1680383787,66,-0.95,-80.7333,85.78,8.05
389,Mount Gambier,16,AU,1680383199,89,-37.8333,140.7667,45.88,2.17
390,Arlit,1,NE,1680383787,7,18.7369,7.3853,75.72,12.5
391,Bonavista,62,CA,1680383787,81,48.6499,-53.1147,33.03,4.74
392,Broome,100,US,1680383788,54,42.2506,-75.833,63.01,21.85
393,Batagay-Alyta,5,RU,1680383788,89,67.8006,130.4114,-28.57,6.44
394,Kupang,20,ID,1680383788,100,-10.1667,123.5833,73.98,2.3
395,Le Vauclin,13,MQ,1680383788,83,14.5452,-60.8388,79.84,12.66
396,Stykkisholmur,100,IS,1680383789,95,65.0757,-22.7297,37.11,11.45
397,Assiut,0,EG,1680383789,31,27.181,31.1837,63.34,9.66
398,Madimba,100,TZ,1680383789,92,-10.4,40.3333,76.57,8.75
399,Eureka,100,US,1680383191,93,40.8021,-124.1637,52.66,5.99
400,Zharkovskiy,100,RU,1680383790,99,55.849,32.2697,37.8,3.85
401,Belaya Gora,100,RU,1680383791,95,68.5333,146.4167,-15.9,3.51
402,San Quintín,0,MX,1680383791,63,30.4833,-115.95,62.26,15.46
403,Manoel Urbano,100,BR,1680383791,99,-8.8389,-69.2597,73.38,1.25
404,Taungdwingyi,2,MM,1680383792,66,20.0167,95.55,77.13,3.51
405,Vallenar,42,CL,1680383792,44,-28.5708,-70.7581,80.96,8.03
406,Talcahuano,0,CL,1680383792,60,-36.7167,-73.1167,71.28,14.97
407,Kirtipur,75,NP,1680383784,86,27.6667,85.2833,51.55,2.3
408,Benguela,31,AO,1680383792,81,-12.5763,13.4055,78.17,1.9
409,Saint-Michel-des-Saints,100,CA,1680383793,100,46.6834,-73.9159,34.83,8.88
410,Powell,100,US,1680383793,81,40.1578,-83.0752,42.8,14.97
411,Lima,40,PE,1680383640,69,-12.0432,-77.0282,79.05,12.66
412,Kundiawa,84,PG,1680383793,88,-6.0167,144.9667,61.9,1.45
413,Kingori,95,TZ,1680383793,77,-3.2833,36.9833,68.36,1.07
414,Inta,100,RU,1680383793,98,66.0317,60.1659,33.39,17.07
415,Jijiga,100,ET,1680383794,74,9.35,42.8,67.41,4.41
416,Rio Grande,9,BR,1680383794,57,-32.035,-52.0986,71.71,15.26
417,Tromsø,75,NO,1680383794,74,69.6496,18.957,26.62,4.61
418,Natal,20,BR,1680383615,78,-5.795,-35.2094,81.25,6.91
419,Watsa,100,CD,1680383795,76,3.0372,29.5355,67.84,3.15
420,Aquin,1,HT,1680383795,56,18.2833,-73.4,81.95,6.11
421,Bentiu,100,SS,1680383795,11,9.2333,29.8333,83.41,1.99
